1,"Enclosure 600mm (W) x 2000mm (H) x 600 mm (D) 
Refer Cubical Specification; IP20 + Packaging + RAL 7021/RAL 7036 + Copper Busbar 36kA +Power Cables + AL GP ",SEPSL,CRCA,,1,145000.00
2,"Enclosure 800mm (W) x 2000mm (H) x 800 mm (D) 
Refer Cubical Specification; IP20 + Packaging + RAL 7021/RAL 7036 + Copper Busbar 36kA +Power Cables + AL GP ",SEPSL,CRCA,,1,155000.00
3,"Enclosure 1000mm (W) x 2000mm (H) x 900 mm (D) 
Refer Cubical Specification; IP20 + Packaging + RAL 7021/RAL 7036 + Copper Busbar 36kA +Power Cables + AL GP ",SEPSL,CRCA,,1,165000.00
4,"Enclosure 1200mm (W) x 2000mm (H) x 1000 mm (D) 
Refer Cubical Specification; IP20 + Packaging + RAL 7021/RAL 7036 + Copper Busbar 36kA +Power Cables + AL GP ",SEPSL,CRCA,,1,170000.00
5,"Enclosure 1600mm (W) x 2000mm (H) x 1100 mm (D) 
Refer Cubical Specification; IP20 + Packaging + RAL 7021/RAL 7036 + Copper Busbar 36kA +Power Cables + AL GP ",SEPSL,CRCA,,1,185000.00
